gene	celltype	trend_class	score	RNA_mean	RNA_rho	NAC_RNA	Pu_RNA	CaB_RNA	H3K27ac_mean	H3K27ac_rho	NAC_K27ac	Pu_K27ac	CaB_K27ac	H3K27me3_mean	H3K27me3_rho	NAC_K27me3	Pu_K27me3	CaB_K27me3	H3K9me3_mean	H3K9me3_rho	NAC_K9me3	Pu_K9me3	CaB_K9me3
SYNM-AS1	STR D2 MSN	DOWN	1.185406243173964	0.09604397416114807	-0.26526870987654805	0.11962804198265076	0.08530175685882568	0.08320225030183792	8.149069617502391e-05	-0.28041551038775975	9.232384036295116e-05	7.845675281714648e-05	7.66175362514332e-05	1.9656396034406498e-05	-0.8554133644409372	2.6485760827199556e-05	1.6926143871387467e-05	2.1614276192849502e-05	1.8762591935228556e-05	0.46129602890448085	1.5097861250978895e-05	2.0830300854868256e-05	2.03596046048915e-05
YIPF7	STR D2 MSN	DOWN	1.1845942197795924	0.0707271620631218	-0.19815484826465687	0.08764301240444183	0.06516897678375244	0.059369441121816635	9.784764188225381e-06	-0.4749063667321405	1.0613639460643753e-05	1.0356757229601499e-05	8.438095392193645e-06	1.3680833944818005e-05	-0.628637982277588	1.4766811545996461e-05	1.2808738574676681e-05	1.470759616495343e-05	3.4623091778485104e-05	0.13474536863421588	2.9594459192594513e-05	3.698702494148165e-05	3.728779483935796e-05
SLC2A14	STR D2 MSN	DOWN	1.175781684103887	0.020269246771931648	-0.47833881401574746	0.02568783611059189	0.017559800297021866	0.017560096457600594	4.206869562040083e-05	-0.35047326183154587	4.682859798776917e-05	4.222518327878788e-05	3.812360591837205e-05	1.3328375644050539e-05	-0.439209480237006	1.6640397006995045e-05	1.217450790136354e-05	1.3999821021570824e-05	8.387909474549815e-06	0.6483532792395388	6.245504664548207e-06	1.1152573279105127e-05	7.765642294543795e-06
MIR181A2HG	STR D2 MSN	DOWN	1.162220765211039	0.0769270658493042	0.29832166032193275	0.08784899115562439	0.07113819569349289	0.07179394364356995	3.263162943767384e-05	-0.2651586289657242	3.9060774724930525e-05	3.1917403248371556e-05	2.8423963158275e-05	3.0115018034848617e-06	-0.7025230301317836	3.0713754313183017e-06	2.5733336315170163e-06	3.7053537198517006e-06	6.398994173650863e-06	0.6333436486352944	5.84471217734972e-06	4.164437996223569e-06	9.187837349600159e-06
OR3A2	STR D2 MSN	DOWN	1.1538411127758619	0.046527497470378876	-0.21173785367527828	0.05153823271393776	0.04426969960331917	0.043774571269750595	5.454771326185437e-06	-0.6449359500942565	7.2787311182764824e-06	4.844269369641552e-06	4.754985639010556e-06	4.501056173467077e-05	0.7310567764194107	3.8592337659792975e-05	4.546531636151485e-05	4.6619319618912414e-05	4.5802593376720324e-05	0.11629940748518715	3.5492816095938906e-05	4.789361628354527e-05	5.402132592280395e-05
TSPAN11	STR D2 MSN	DOWN	1.137276629476618	0.027800798416137695	0.3701395658221601	0.03309066593647003	0.025893893092870712	0.02441786229610443	2.2374370018951595e-05	-0.25348366788444693	2.9956314392620698e-05	2.0089610188733786e-05	1.9159049770678394e-05	4.2241652408847585e-05	0.18058951473786847	3.6126897612120956e-05	4.4295094994595274e-05	4.112745955353603e-05	3.997107342001982e-05	0.14436960924023104	4.01562538172584e-05	4.154275666223839e-05	3.821415884885937e-05
ASTN1	STR D2 MSN	DOWN	1.1289518696298195	1.1513615846633911	0.26702202346544884	1.4193207025527954	1.015976905822754	1.0187872648239136	0.00013790850061923265	0.22996624915622893	0.00015154984430409968	0.00013370043598115444	0.0001322415773756802	6.519049748021644e-06	-0.35775561585777066	3.5295242923893966e-06	7.867096428526565e-06	5.412242899183184e-06	1.0794841728056781e-05	0.4597517954598147	1.1215873200853821e-05	9.982768460758962e-06	1.1185879884578753e-05
TCF7	STR D2 MSN	DOWN	1.0813655283536832	0.024472417309880257	0.42342815419934066	0.029833603650331497	0.022421468049287796	0.021162178367376328	3.5053377359872684e-05	-0.39291682292057306	3.674464824143797e-05	3.51134040101897e-05	3.3646225347183645e-05	3.54534167854581e-05	-0.854560004920367	4.545980482362211e-05	3.399162596906535e-05	3.41749910148792e-05	1.6606776625849307e-05	0.6683617447876409	1.5570967661915347e-05	1.5605728549417108e-05	1.8643624571268447e-05
ESR1	STR D2 MSN	DOWN	1.024452821693363	0.07013960182666779	0.3919858029189068	0.08249426633119583	0.06430135667324066	0.06362321972846985	2.164648094549193e-06	-0.5308002498850192	2.434559291941696e-06	2.372083372392808e-06	1.7004841765810852e-06	3.133712743874639e-05	0.31305932648316215	3.0677510949317366e-05	3.0824241548543796e-05	3.241657395847142e-05	4.8415397031931207e-05	-0.44725418135453393	4.7198434913298115e-05	4.6315148210851476e-05	5.173258250579238e-05
F11R	STR D2 MSN	DOWN	0.9482500288466532	0.025380708277225494	-0.2095400816108926	0.0284974817186594	0.027290746569633484	0.020353903993964195	3.480107261566445e-05	0.2677221930548264	3.5527416912373155e-05	3.461292362771928e-05	3.4455759305274114e-05	1.245867861143779e-05	-0.5397183719680295	1.1419158909120597e-05	1.084937684936449e-05	1.546850944578182e-05	8.75440764502855e-06	0.38196679826404273	9.933133696904406e-06	8.610950317233801e-06	7.719139830442145e-06
UTRN	STR D2 MSN	DOWN	0.8644195207471648	1.4867167472839355	0.27430234051839625	1.7369695901870728	1.4071366786956787	1.3160414695739746	1.8035923858406022e-05	-0.0974455092218899	1.8533437469159253e-05	1.849367981776595e-05	1.708906165731605e-05	9.729227895149961e-05	0.6259506487662191	9.528358350507915e-05	0.00010234243382001296	8.977796096587554e-05	6.865338218631223e-05	0.7120438010950274	6.0541467973962426e-05	7.198574166977778e-05	7.343295874306932e-05
SDK1	STR D2 MSN	DOWN	0.856395879737905	0.05675932765007019	-0.3787867695679672	0.0660480260848999	0.05375445634126663	0.05047554150223732	2.2107911718194373e-05	-0.38577814445361136	2.2435237042373046e-05	2.2209311282495037e-05	2.172686617996078e-05	7.858744356781244e-05	0.48696617415435395	7.294394890777767e-05	8.222294127335772e-05	7.47166559449397e-05	4.192065171082504e-05	0.7021135528388212	3.5657725675264373e-05	4.423003701958805e-05	4.587404691847041e-05
BAAT	STR D2 MSN	DOWN	0.8181122133678704	0.03290063515305519	-0.19739514134354913	0.03676384687423706	0.03176865354180336	0.030169406905770302	8.990262722363696e-05	0.28134703367584196	9.381623385706916e-05	8.915844955481589e-05	8.771580178290606e-05	3.662170911411522e-06	-0.697717021828994	5.161354238225613e-06	3.3287451515207067e-06	3.6575568174157524e-06	1.9580646039685234e-05	0.4117336895887724	1.6388661606470123e-05	2.1154144633328542e-05	2.1199110051384196e-05
PSMD7	STR D2 MSN	DOWN	0.8008586374206126	0.08475527912378311	0.3125442281993216	0.09068045020103455	0.08459589630365372	0.07898954302072525	5.914860594202764e-05	0.2448631215780395	6.282853428274393e-05	5.8539204474072903e-05	5.698318636859767e-05	8.645363777759485e-06	-0.7902968152789016	1.5216167412290815e-05	5.792302090412704e-06	1.0898585969698615e-05	1.8675069441087544e-05	0.3776680082026423	1.4946443116059527e-05	1.858547329902649e-05	2.2493271899293177e-05
ZBED3-AS1	STR D2 MSN	DOWN	0.54244347544678	0.12075012922286987	-0.2392086263418744	0.12983286380767822	0.11983974277973175	0.11257787048816681	8.778152550803497e-05	0.26162904072601817	8.956058445619419e-05	8.745032391743734e-05	8.67787966853939e-05	3.951205599150853e-06	-0.610932908422	3.7409577089420054e-06	3.7856493690924253e-06	4.298691692383727e-06	6.9707216425740626e-06	0.522859767866484	7.545377684436971e-06	5.7619085964688566e-06	7.604870461364044e-06
WFDC2	STR D2 MSN	UP	3.6650627645943894	0.04273427650332451	0.31660193942564757	0.004854096099734306	0.059601880609989166	0.06374689936637878	5.7062614359892905e-05	0.8507552688817221	1.302664077229565e-05	7.060400093905628e-05	7.540827209595591e-05	2.221444265160244e-05	-0.6213785344633617	6.25995162408799e-05	1.61846855917247e-05	1.726758637232706e-05	4.2433151975274086e-05	-0.4555988899722494	8.203339530155063e-05	2.305590533069335e-05	2.221024624304846e-05
GLI3	STR D2 MSN	UP	3.3527624254273722	0.2747116684913635	-0.1928124734393126	0.014500721357762814	0.3667033314704895	0.442931205034256	2.5598010324756615e-05	0.16980574514362862	1.1531731615832541e-05	2.9987211746629328e-05	3.138100146315992e-05	1.6840243915794417e-05	-0.6415872105676667	3.7324225559132174e-05	1.3875769582227804e-05	1.4177665434544906e-05	1.3396287613431923e-05	0.34346042007065614	1.9411940229474567e-05	1.0864741852856241e-05	9.912192581396084e-06
MERTK	STR D2 MSN	UP	3.321643718850191	0.37546035647392273	-0.22430608511404573	0.09909636527299881	0.5097749829292297	0.5175097584724426	0.0001781278697308153	0.943895597389935	8.99952938198112e-05	0.00020834972383454442	0.00021106598433107138	7.129170626285486e-06	-0.74323420048682	3.9042763091856614e-05	2.9088282644806895e-06	2.330379857085063e-06	1.314981454925146e-05	0.3552078724638583	2.731914173637051e-05	6.636283160332823e-06	5.494013748830184e-06
STXBP6	STR D2 MSN	UP	3.3123525544255727	0.5553514361381531	-0.3297651382544118	0.1240137591958046	0.6298860907554626	0.9121528267860413	9.188840340357274e-05	0.7272646816170405	5.0377748266328126e-05	9.699638758320361e-05	0.00011845426342915744	2.5587596610421315e-05	-0.5181791487959372	6.920422310940921e-05	2.5337785700685345e-05	1.0014564395532943e-05	3.848938285955228e-05	0.08955973899347484	6.567901436937973e-05	2.9864815587643534e-05	1.9924251319025643e-05
CHD7	STR D2 MSN	UP	3.255392866853412	0.09075827151536942	0.22132786184888625	0.01425671111792326	0.10909229516983032	0.14892584085464478	3.145590380881913e-05	0.6065161629040727	1.6357800632249564e-05	3.3245436497963965e-05	4.120113226235844e-05	1.2692794371105265e-05	-0.5145776706863212	2.3543589122709818e-05	1.1875242307723965e-05	1.0052612196886912e-05	1.4644350812886842e-05	0.47822949866239295	2.3913653421914205e-05	1.1695645298459567e-05	8.323750989802647e-06
SPOCK1	STR D2 MSN	UP	2.5624268706814703	1.4014718532562256	-0.46147407033036325	0.6996188163757324	1.7020082473754883	1.8027867078781128	0.00010077041952172294	0.8390219755493888	7.68489990150556e-05	0.00010608991578919813	0.00011320196790620685	2.708298552533961e-06	-0.7859687210726123	1.0740858670033049e-05	1.6404793541369145e-06	1.5095610024218331e-06	1.0607825061015319e-05	0.3096478244706145	1.317076021223329e-05	1.254483049706323e-05	6.107890840212349e-06
LMO2	STR D2 MSN	UP	2.4308792619403925	0.02947593294084072	0.36735335724368556	0.015440095216035843	0.03282646834850311	0.040161266922950745	0.00016631880134809762	0.8788959723993102	0.0001228861656272784	0.00017413038585800678	0.00019112671725451946	1.5168900972639676e-05	-0.7436978583195442	3.509298403514549e-05	1.2591774975589942e-05	1.2078689906047657e-05	1.4401884072867688e-05	0.4247697342653727	1.4398533494386356e-05	1.5768853700137697e-05	1.3038254110142589e-05
PRSS55	STR D2 MSN	UP	2.3588317986896206	0.02691386267542839	0.2816273826197219	0.008854569867253304	0.035186316817998886	0.036700692027807236	1.76028970599873e-05	-0.15229915015222717	1.4892666513333097e-05	1.7186379409395158e-05	2.0245657651685178e-05	3.914234184776433e-05	-0.6254931373284333	6.222389492904767e-05	3.656591070466675e-05	3.4894022974185646e-05	2.3757007511449046e-05	0.6576708743219132	2.6525536668486893e-05	2.4833465431584045e-05	1.991197314055171e-05
PELO-AS1	STR D2 MSN	UP	2.3389631846554515	0.08683580905199051	-0.257270953447017	0.03791963681578636	0.1005120724439621	0.12207566201686859	6.949083763174713e-05	0.6853716342908575	4.769349470734596e-05	7.246967288665473e-05	8.308165706694126e-05	2.6679301299736835e-05	-0.4320993024825622	3.702133835759014e-05	2.5715598894748837e-05	2.4464230591547675e-05	2.322604450455401e-05	0.5427375684392111	2.7966989364358597e-05	2.0297780793043785e-05	2.141334698535502e-05
RIPPLY3	STR D2 MSN	UP	2.260625507113471	0.026339102536439896	0.37900904571891325	0.01391446404159069	0.03230774402618408	0.03279511258006096	0.00013987741840537637	0.5089387234680868	0.00010660575935617089	0.0001460091443732381	0.00015870347851887345	9.2973823484499e-06	-0.3592800660723924	1.9619003069237806e-05	8.740637895243708e-06	6.425032552215271e-06	2.9022579838056117e-05	0.2195874896872422	4.2447074520168826e-05	2.4324677724507637e-05	2.029596180364024e-05
ADAM12	STR D2 MSN	UP	2.2433650444803632	0.8021205067634583	-0.256467142967913	0.4541638195514679	0.8293155431747437	1.122881293296814	9.454024984734133e-05	0.5662266556663917	7.500333595089614e-05	9.234272147295997e-05	0.00011261633335379884	1.0321140507585369e-05	-0.6925011066863931	2.3221669835038483e-05	7.593579994136235e-06	1.0050132914329879e-05	2.9758037271676585e-05	0.3649651241281033	2.7854237487190403e-05	3.14798453473486e-05	2.9940065360278822e-05
ID4	STR D2 MSN	UP	2.242244417733866	0.05270552262663841	0.2995752025477191	0.038005612790584564	0.05193250626325607	0.06817842274904251	7.310465298360214e-05	0.8747273681842047	5.421871901489794e-05	7.17172515578568e-05	8.968576730694622e-05	7.505180747102713e-06	-0.7762116270033934	1.9676072042784654e-05	6.729959295626031e-06	4.3121694943693e-06	1.5001583051343914e-05	0.44712085472771734	1.6541876902920194e-05	1.5708606952102855e-05	1.2754252566082869e-05
MME	STR D2 MSN	UP	2.230698214364003	0.983984649181366	-0.482114957621516	0.33952638506889343	1.3127422332763672	1.2996844053268433	1.9143644749419764e-05	-0.2782848114771108	1.7739950635586865e-05	1.9056233213632368e-05	2.0357039829832502e-05	4.2323099478380755e-05	-0.7138633465836647	6.123815546743572e-05	3.6889949114993215e-05	4.4268213969189674e-05	6.373367068590596e-05	-0.3724803120078002	9.742788824951276e-05	4.6184442908270285e-05	4.758851355290972e-05
TMEM132A	STR D2 MSN	UP	2.156981240887798	0.023505354300141335	0.4291526104278764	0.011585482396185398	0.02835243195295334	0.030578136444091797	9.084592602448538e-05	0.8219785494637367	6.305159331532195e-05	9.938617586158216e-05	0.00010243325959891081	4.3766613089246675e-06	-0.7130930237807707	5.0160824685008265e-06	3.948078756366158e-06	4.842508587898919e-06	7.384698619716801e-06	0.6366733952552438	7.024869319138816e-06	1.0120663318957668e-05	5.008557309338357e-06
SCARB1	STR D2 MSN	UP	2.0971572448137783	0.7499261498451233	-0.32893952531667126	0.4297638535499573	0.904396116733551	0.9156169891357422	9.660854266257957e-05	0.8220865521638042	6.958477024454623e-05	0.0001056589389918372	0.0001069698337232694	5.62801460546325e-06	-0.7955895949631164	1.0257213943987153e-05	4.798227109858999e-06	5.28742020833306e-06	6.6149295889772475e-06	0.45929875194003345	6.510219009214779e-06	7.673442269151565e-06	5.661123850586591e-06
MRC2	STR D2 MSN	UP	2.0828693046250963	0.035763077437877655	0.3087880114586885	0.019098415970802307	0.0428553968667984	0.04533544182777405	7.724179158685729e-05	0.606460661516538	5.49723808944691e-05	8.224043995141983e-05	8.875915955286473e-05	5.084576059743995e-06	-0.7605882642271063	7.76966680859914e-06	4.462117431103252e-06	5.117601631354773e-06	9.869808309304062e-06	0.4763887810743655	1.1709853424690664e-05	8.29025429993635e-06	9.60932084126398e-06
ITPR1	STR D2 MSN	UP	2.0618376112761596	1.6129428148269653	-0.2414060202767342	1.3163433074951172	1.7041144371032715	1.8183687925338745	9.867143671726808e-05	0.9047671191779796	6.342450069496408e-05	0.00010859278700081632	0.00011446626740507782	6.876007319078781e-07	-0.41851493466952105	1.2409700502757914e-06	9.325198107035249e-07	8.474644630496186e-08	6.601170298381476e-06	0.24910670051845824	8.792729204287753e-06	6.411981303244829e-06	4.598802206601249e-06
LINC01908	STR D2 MSN	UP	2.0409516779137395	0.021499883383512497	0.30746692591839947	0.007765372283756733	0.027592426165938377	0.029141848906874657	9.944630619429518e-06	-0.6130015558093415	9.038004463945981e-06	1.0185565770370886e-05	1.0368181392550468e-05	4.5692850108025596e-05	-0.659836495912398	6.46874905214645e-05	4.08397609135136e-05	4.666125823860057e-05	7.685183663852513e-05	-0.18144903622590564	9.807197056943551e-05	6.577291060239077e-05	6.671037408523262e-05
SEMA6D	STR D2 MSN	UP	2.0206488363313406	1.6456196308135986	-0.19491656108967992	1.2779176235198975	1.5967869758605957	2.0621533393859863	5.83705841563642e-05	0.7450761269031727	4.0678340155864134e-05	6.030789518263191e-05	6.998369644861668e-05	3.582500994525617e-06	-0.5058069027888935	7.537364581367001e-06	3.3937644730031025e-06	2.441759079374606e-06	1.345078635495156e-05	0.54238692854837	1.6077476175269112e-05	1.1614733921305742e-05	1.2660128049901687e-05
ERBB4	STR D2 MSN	UP	1.9906972498525048	1.7406307458877563	-0.30092343661374776	1.2686432600021362	1.973876714706421	1.9793719053268433	6.965979264350608e-05	0.9071026775669393	4.598083978635259e-05	7.556599302915856e-05	8.118998084682971e-05	7.845577783882618e-06	-0.8093486580480057	1.787400833563879e-05	6.135823241493199e-06	6.964218755456386e-06	1.4740077858732548e-05	0.6870360175694746	1.527297354186885e-05	1.6409336240030825e-05	1.2537906513898633e-05
ZBTB7C	STR D2 MSN	UP	1.9676173840217759	0.055631428956985474	0.2886802504358931	0.02405439130961895	0.0702764168381691	0.07256343215703964	1.2967238035344053e-05	-0.2992506545810949	1.0602568181639072e-05	1.3528446288546547e-05	1.415333099430427e-05	6.631360884057358e-05	-0.5622365559138979	8.423667895840481e-05	6.363628199324012e-05	6.412049697246403e-05	5.218584919930436e-05	0.37820445511137785	6.0161633882671595e-05	4.856177110923454e-05	4.783419717568904e-05
RGS9	STR D2 MSN	UP	1.9663076042737795	1.0329880714416504	-0.3608356025654356	0.656691312789917	1.2269155979156494	1.2153584957122803	0.0001153439879999496	0.8971109277731945	8.622401219327003e-05	0.00012280353985261172	0.00012928605428896844	2.185769517382141e-06	-0.6737378538590729	5.110020993015496e-06	1.3177301525502116e-06	2.532353846618207e-06	4.237874236423522e-06	0.6453940128004864	3.515871867421083e-06	4.655230895878049e-06	4.542521310213488e-06
MTTP	STR D2 MSN	UP	1.9634881214747069	0.021741792559623718	0.4430797856108702	0.015086200088262558	0.021101204678416252	0.0290379635989666	4.702506703324616e-05	0.6860211505287633	3.377396205905825e-05	5.1466871809680015e-05	5.2101189794484526e-05	1.3446634739011643e-06	-0.6947183738960544	1.7754125565261347e-06	1.270530106012302e-06	1.3079411473881919e-06	3.682789611048065e-06	0.8053875027524967	2.391077714491985e-06	4.492856078286422e-06	4.164434358244762e-06
GPR158-AS1	STR D2 MSN	UP	1.9482931093039046	0.05766787752509117	0.36986577870433784	0.04511255770921707	0.062201373279094696	0.06568970531225204	0.00011981221177848056	0.9084707117677943	9.215494355885312e-05	0.00012857423280365765	0.0001310231746174395	1.2156390312156873e-06	-0.55498470386493	4.141963927395409e-06	9.681607480160892e-07	5.477139666254516e-07	7.405922133330023e-06	0.6310476378773732	5.432068974187132e-06	7.225350600492675e-06	9.5603409135947e-06
PPP1R3B-DT	STR D2 MSN	UP	1.9134754941342718	0.03696800395846367	-0.40103948693673086	0.02347276732325554	0.043815068900585175	0.043616194278001785	0.00011269266542512923	0.7535123378084453	7.903383811935782e-05	0.00011874178744619712	0.00013192385085858405	9.756720828590915e-06	-0.789299906434606	1.7097365343943238e-05	7.236228157125879e-06	1.118458021664992e-05	1.9984352547908202e-05	0.6890169583738835	1.631563100090716e-05	2.052971649391111e-05	2.310769741598051e-05
DLC1	STR D2 MSN	UP	1.9072627950514194	1.3669642210006714	-0.3872834452437125	0.9441630840301514	1.5444655418395996	1.612263798713684	5.4158972488949075e-05	0.3206300157503938	4.453470683074556e-05	5.5062475439626724e-05	6.06581597821787e-05	1.1092180329796975e-06	-0.5453579106142595	3.209745500498684e-06	7.067997671583726e-07	9.969751317839837e-07	3.3151513889606576e-06	0.6009563247484233	2.740515355981188e-06	4.404954324854771e-06	2.79998471341969e-06
PLK5	STR D2 MSN	UP	1.8695242490952986	0.04798859730362892	-0.217803999337095	0.0302065908908844	0.05095350742340088	0.0628056600689888	3.525471402099356e-05	0.11113557006509822	2.907806083385367e-05	3.556691081030294e-05	3.975010622525588e-05	3.196390753146261e-05	-0.4128418210455262	4.431460547493771e-05	3.33516945829615e-05	2.5171519155264832e-05	1.793363298929762e-05	0.7680333624923806	2.3451591914636083e-05	1.7216925698448904e-05	1.313235225097742e-05
NALF1	STR D2 MSN	UP	1.8327621653825057	0.8669265508651733	-0.33166057603566085	0.5925358533859253	0.9712949991226196	1.036948323249817	4.0031522075878456e-05	0.6452141303532589	2.1691994334105402e-05	4.552875543595292e-05	4.784425982506946e-05	3.124835711787455e-05	0.13074776869421736	3.968113014707342e-05	3.030016341654118e-05	2.970761306642089e-05	2.9797070965287276e-05	-0.13858246456161408	3.5125940485158935e-05	2.3893086108728312e-05	3.0372220862773247e-05
ACE	STR D2 MSN	UP	1.79858464185569	0.08858507126569748	0.2813038863150628	0.06142011284828186	0.09723716229200363	0.10709786415100098	9.748552110977471e-05	0.8323033075826897	7.38226663088426e-05	0.00010401288454886526	0.0001082514354493469	3.415640094317496e-06	-0.3437991449126165	4.863178673986113e-06	3.529752802933217e-06	2.6988459467247594e-06	6.271713118621847e-06	0.7210115531471408	6.139664492366137e-06	5.800110102427425e-06	6.875362032587873e-06
PRKD1	STR D2 MSN	UP	1.7958540540694747	1.2396860122680664	-0.3384906558168023	0.7746694684028625	1.4566802978515625	1.4877091646194458	2.0126073650317267e-05	-0.3044221105527639	1.6197758668567985e-05	2.0632209270843305e-05	2.261257941427175e-05	1.2761499874613946e-06	-0.7975704948422263	1.9236906609876314e-06	7.543791866737592e-07	1.8912552377514658e-06	9.721268725115806e-06	0.3084095202650789	1.2103024346288294e-05	9.875519026536494e-06	7.185261893027928e-06
ADAMTS19-AS1	STR D2 MSN	UP	1.7828324612800297	0.16317354142665863	0.23739040719203128	0.12070845812559128	0.176267609000206	0.19254456460475922	8.847947901813313e-05	0.8916162904072603	6.78720316500403e-05	9.384669829159975e-05	9.823918662732467e-05	2.3812890503904782e-06	-0.7577817504117674	5.983546543575358e-06	1.4040939504411654e-06	2.657767026903457e-06	1.6103349480545148e-05	0.31961112708085254	1.8049186110147275e-05	1.728919960441999e-05	1.2971637261216529e-05
ITGA1	STR D2 MSN	UP	1.7550454058908687	0.026201030239462852	0.34375261577053134	0.019027356058359146	0.027383852750062943	0.03219186142086983	2.4703931558178738e-05	0.5629895747393686	1.6634839994367212e-05	2.743050026765559e-05	2.77685667242622e-05	2.103783299389761e-05	-0.20777619440486014	2.9808958061039448e-05	2.0278666852391325e-05	1.906423676700797e-05	1.3333045899344143e-05	0.640461891352927	1.4872809515509289e-05	1.3483194379659835e-05	1.1643143807305023e-05
NRG3	STR D2 MSN	UP	1.7491695243065497	2.281670570373535	-0.19682011749381595	2.0315937995910645	2.3099775314331055	2.503438711166382	8.60664076753892e-05	0.9139608490212257	5.444923954200931e-05	9.620251512387767e-05	9.873802628135309e-05	7.1102795118349604e-06	-0.5856290236308848	1.864911973825656e-05	6.227656285773264e-06	4.324298970459495e-06	1.3955624126538169e-05	0.20549846452355175	1.7578175175003707e-05	1.4241610188037157e-05	1.0047082469100133e-05
